id,standard,subject,discipline,source_class,unit,unit_number,unit_name,chapter,branch,topic,subtopic,question_type,question,option_a,option_b,option_c,option_d,correct_option,correct_answer,explanation,difficulty,cognitive_level,source_document,source_chapter,source_page,figure_asset,figure_required,figure_alt_text,generator_eligible,validation_status
NEET27-CHEM-0796,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 8: Chemical Kinetics,8,Chemical Kinetics,Chemical Kinetics,Physical Chemistry,Arrhenius Equation,Arrhenius equation,Statement-based MCQ,The statement ‘k equals A exponential minus Ea over RT’ refers to,steric factor,collision frequency,Arrhenius equation,catalyst,C,Arrhenius equation,"The defining statement matches Arrhenius equation. In addition, a plot of ln k against reciprocal temperature has slope minus Ea over R.",Easy,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition",Chemical Kinetics,,,False,,True,PASS
NEET27-CHEM-0797,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 8: Chemical Kinetics,8,Chemical Kinetics,Chemical Kinetics,Physical Chemistry,Threshold Energy,threshold energy,Statement-based MCQ,The statement ‘minimum collision energy needed for reaction’ refers to,instantaneous rate,threshold energy,rate law,average rate,B,threshold energy,"The defining statement matches threshold energy. In addition, activation energy relates it to average reactant energy.",Easy,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition",Chemical Kinetics,,,False,,True,PASS
NEET27-CHEM-0798,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 8: Chemical Kinetics,8,Chemical Kinetics,Chemical Kinetics,Physical Chemistry,Rate-Determining Step,rate-determining step,Statement-based MCQ,The statement ‘the slow step controlling the rate of a multistep mechanism’ refers to,rate-determining step,temperature coefficient,units of second-order k,units of first-order k,A,rate-determining step,"The defining statement matches rate-determining step. In addition, a valid mechanism must reproduce the observed rate law.",Easy,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition",Chemical Kinetics,,,False,,True,PASS
NEET27-CHEM-0799,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 8: Chemical Kinetics,8,Chemical Kinetics,Chemical Kinetics,Physical Chemistry,Collision Frequency,collision frequency,Direct recall MCQ,Which description best identifies collision frequency?,a substance increasing rate without net consumption,the fraction accounting for proper collision orientation,number of molecular collisions per unit time,a catalyst in the same phase as reactants,C,number of molecular collisions per unit time,Collision frequency is number of molecular collisions per unit time. Only suitably energetic and oriented collisions are effective.,Easy,Recall,"NCERT Chemistry, Class XII, current rationalised edition",Chemical Kinetics,,,False,,True,PASS
NEET27-CHEM-0800,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 8: Chemical Kinetics,8,Chemical Kinetics,Chemical Kinetics,Physical Chemistry,First-Order Half-Life,first-order half-life,Statement-based MCQ,Which statement about first-order half-life is correct?,it helps relate collision frequency to reaction rate,it is independent of initial concentration,acid catalysis in solution is an example,it changes mechanism but not equilibrium constant,B,it is independent of initial concentration,It is independent of initial concentration. First-order half-life: half-life equals ln 2 divided by k.,Easy,Analysis,"NCERT Chemistry, Class XII, current rationalised edition",Chemical Kinetics,,,False,,True,PASS
NEET27-CHEM-0801,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 8: Chemical Kinetics,8,Chemical Kinetics,Chemical Kinetics,Physical Chemistry,Activation Energy,activation energy,Sequence/match MCQ,Which term–statement pair is correctly matched?,homogeneous catalyst — adsorption at active sites is important,activation energy — a catalyst lowers it by providing another pathway,catalyst — acid catalysis in solution is an example,heterogeneous catalyst — it changes mechanism but not equilibrium constant,B,activation energy — a catalyst lowers it by providing another pathway,The correct match is activation energy — a catalyst lowers it by providing another pathway. The remaining pairs cross-match a term with a statement belonging to another concept.,Medium,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition",Chemical Kinetics,,,False,,True,PASS
NEET27-CHEM-0802,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 8: Chemical Kinetics,8,Chemical Kinetics,Chemical Kinetics,Physical Chemistry,Zero-Order Half-Life,zero-order half-life,Statement-based MCQ,Which statement about zero-order half-life is correct?,it depends on initial concentration,it helps relate collision frequency to reaction rate,only suitably energetic and oriented collisions are effective,a catalyst lowers it by providing another pathway,A,it depends on initial concentration,It depends on initial concentration. Zero-order half-life: half-life equals initial concentration divided by 2k.,Easy,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition",Chemical Kinetics,,,False,,True,PASS
NEET27-CHEM-0803,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 8: Chemical Kinetics,8,Chemical Kinetics,Chemical Kinetics,Physical Chemistry,Homogeneous Catalyst,homogeneous catalyst,Statement-based MCQ,Consider the following statements about homogeneous catalyst: I. A catalyst in the same phase as reactants. II. Acid catalysis in solution is NOT an example. Which option is correct?,Neither I nor II is correct,Only I is correct,Only II is correct,Both I and II are correct,B,Only I is correct,Only I is correct. Homogeneous catalyst: a catalyst in the same phase as reactants. Acid catalysis in solution is an example.,Difficult,Analysis,"NCERT Chemistry, Class XII, current rationalised edition",Chemical Kinetics,,,False,,True,PASS
NEET27-CHEM-0804,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 8: Chemical Kinetics,8,Chemical Kinetics,Chemical Kinetics,Physical Chemistry,Pseudo-First-Order Reaction,pseudo-first-order reaction,Statement-based MCQ,The statement ‘a higher-order reaction behaving first-order because another reactant is in large excess’ refers to,steric factor,collision frequency,pseudo-first-order reaction,activation energy,C,pseudo-first-order reaction,"The defining statement matches pseudo-first-order reaction. In addition, the excess reactant concentration is effectively constant.",Easy,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition",Chemical Kinetics,,,False,,True,PASS
NEET27-CHEM-0805,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 8: Chemical Kinetics,8,Chemical Kinetics,Chemical Kinetics,Physical Chemistry,Zero-Order Reaction,zero-order reaction,Reaction/reagent MCQ,Which description best identifies zero-order reaction?,half-life equals initial concentration divided by 2k,a reaction whose rate is proportional to one reactant concentration,a reaction whose rate is independent of reactant concentration,half-life equals ln 2 divided by k,C,a reaction whose rate is independent of reactant concentration,Zero-order reaction is a reaction whose rate is independent of reactant concentration. A plot of concentration against time is linear with slope minus k.,Medium,Recall,"NCERT Chemistry, Class XII, current rationalised edition",Chemical Kinetics,,,False,,True,PASS
NEET27-CHEM-0806,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 8: Chemical Kinetics,8,Chemical Kinetics,Chemical Kinetics,Physical Chemistry,Units Of First-Order K,units of first-order k,Statement-based MCQ,Which statement about units of first-order k is correct?,it corresponds to a secant slope on a concentration-time graph,the units follow from rate divided by concentration,its exponents need not equal equation coefficients,it corresponds to the tangent slope,B,the units follow from rate divided by concentration,The units follow from rate divided by concentration. Units of first-order k: inverse time.,Easy,Recall,"NCERT Chemistry, Class XII, current rationalised edition",Chemical Kinetics,,,False,,True,PASS
NEET27-CHEM-0807,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 8: Chemical Kinetics,8,Chemical Kinetics,Chemical Kinetics,Physical Chemistry,First-Order Half-Life,first-order half-life,Statement-based MCQ,The statement ‘half-life equals ln 2 divided by k’ refers to,activation energy,Arrhenius equation,collision frequency,first-order half-life,D,first-order half-life,"The defining statement matches first-order half-life. In addition, it is independent of initial concentration.",Easy,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition",Chemical Kinetics,,,False,,True,PASS
NEET27-CHEM-0808,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 8: Chemical Kinetics,8,Chemical Kinetics,Chemical Kinetics,Physical Chemistry,Steric Factor,steric factor,Statement-based MCQ,Complete the statement correctly: Steric factor is most directly associated with,many reactions approximately double for a 10 degree rise,the fraction accounting for proper collision orientation,the units follow from rate divided by concentration,they follow from rate divided by concentration squared,B,the fraction accounting for proper collision orientation,The correct completion is the fraction accounting for proper collision orientation. It helps relate collision frequency to reaction rate.,Difficult,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition",Chemical Kinetics,,,False,,True,PASS
NEET27-CHEM-0809,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 8: Chemical Kinetics,8,Chemical Kinetics,Chemical Kinetics,Physical Chemistry,Zero-Order Half-Life,zero-order half-life,Sequence/match MCQ,Which term–statement pair is correctly matched?,Arrhenius equation — a catalyst lowers it by providing another pathway,pseudo-first-order reaction — a plot of ln k against reciprocal temperature has slope minus Ea over R,zero-order half-life — it depends on initial concentration,activation energy — the excess reactant concentration is effectively constant,C,zero-order half-life — it depends on initial concentration,The correct match is zero-order half-life — it depends on initial concentration. The remaining pairs cross-match a term with a statement belonging to another concept.,Medium,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition",Chemical Kinetics,,,False,,True,PASS
NEET27-CHEM-0810,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 8: Chemical Kinetics,8,Chemical Kinetics,Chemical Kinetics,Physical Chemistry,Order Of Reaction,order of reaction,Reaction/reagent MCQ,Which description best identifies order of reaction?,sum of concentration exponents in the rate law,number of reacting species in an elementary step,the proportionality constant in a rate law,a reaction whose rate is independent of reactant concentration,A,sum of concentration exponents in the rate law,"Order of reaction is sum of concentration exponents in the rate law. It may be zero, fractional or integral.",Easy,Recall,"NCERT Chemistry, Class XII, current rationalised edition",Chemical Kinetics,,,False,,True,PASS
NEET27-CHEM-0811,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Block classification,electronic configuration,Direct recall MCQ,The element Br is classified as a member of the:,s-block,d-block,p-block,f-block,C,p-block,The differentiating electron identifies the block.,Easy,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0812,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Block classification,electronic configuration,Direct recall MCQ,The element Na is classified as a member of the:,f-block,s-block,p-block,d-block,B,s-block,The differentiating electron identifies the block.,Easy,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0813,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Block classification,electronic configuration,Statement-based MCQ,"The element Fe is classified as a member of the:
Statement I: d-block
Statement II: s-block
Choose the correct option.",Both statements are correct,Only Statement II is correct,Neither statement is correct,Only Statement I is correct,D,Only Statement I is correct,Statement I is correct. Statement II is incorrect. The differentiating electron identifies the block.,Difficult,Analysis,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0814,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Alkali-Metal Reactivity,alkali-metal reactivity,Statement-based MCQ,The statement ‘reactivity generally increases down Group 1’ refers to,peroxide,thermal stability of Group 2 carbonates,solubility of Group 2 sulfates,alkali-metal reactivity,D,alkali-metal reactivity,"The defining statement matches alkali-metal reactivity. In addition, loss of the single valence electron becomes easier.",Easy,Comprehension,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0815,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Block classification,electronic configuration,Direct recall MCQ,The element Li is classified as a member of the:,s-block,d-block,p-block,f-block,A,s-block,The differentiating electron identifies the block.,Easy,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0816,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Modern periodic table,period assignment,Direct recall MCQ,The element Si belongs to which period?,3,2,1,4,A,3,The highest occupied principal shell gives the period.,Easy,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0817,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Modern periodic table,period assignment,Direct recall MCQ,The element Ca belongs to which period?,2,4,1,3,B,4,The highest occupied principal shell gives the period.,Easy,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0818,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Ionization Enthalpy Trend,ionization enthalpy trend,Statement-based MCQ,Consider the following statements about ionization enthalpy trend: I. Ionization enthalpy generally increases down groups 1 and 2. II. Increasing size and shielding do NOT weaken attraction for the valence electron. Which option is correct?,Neither I nor II is correct,Both I and II are correct,Only I is correct,Only II is correct,A,Neither I nor II is correct,Neither I nor II is correct. Ionization enthalpy trend: ionization enthalpy generally decreases down Groups 1 and 2. Increasing size and shielding weaken attraction for the valence electron.,Difficult,Comprehension,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0819,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Ionization Enthalpy Trend,ionization enthalpy trend,Conceptual/application MCQ,Which description best identifies ionization enthalpy trend?,solubility generally decreases down the group,ionization enthalpy generally decreases down Groups 1 and 2,solubility generally increases down the group,reactivity generally increases down Group 1,B,ionization enthalpy generally decreases down Groups 1 and 2,Ionization enthalpy trend is ionization enthalpy generally decreases down Groups 1 and 2. Increasing size and shielding weaken attraction for the valence electron.,Medium,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0820,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Modern periodic table,period assignment,Direct recall MCQ,The element Li belongs to which period?,3,4,1,2,D,2,The highest occupied principal shell gives the period.,Easy,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0821,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Periodic properties,order comparison,Sequence/match MCQ,"Which is the correct decreasing order of electronegativity among N, O, F?",O > N > F,F > O > N,N > O > F,N > F > O,B,F > O > N,Electronegativity increases across Period 2.,Medium,Application,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0822,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Periodic anomalies,trend explanation,Conceptual/application MCQ,The best explanation for the observation that electron-gain enthalpy of Cl is more negative than that of F is:,nuclear charge has no role in periodic properties,the number of occupied shells always decreases down a group,all orbitals in a shell have identical penetration,the compact 2p shell of F has greater electron-electron repulsion,D,the compact 2p shell of F has greater electron-electron repulsion,The compact 2p shell of f has greater electron-electron repulsion.,Medium,Application,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0823,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Block classification,electronic configuration,Direct recall MCQ,The element K is classified as a member of the:,d-block,s-block,p-block,f-block,B,s-block,The differentiating electron identifies the block.,Easy,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0824,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Alkali-Metal Reactivity,alkali-metal reactivity,Sequence/match MCQ,Which term–statement pair is correctly matched?,thermal stability of Group 2 carbonates — sodium commonly forms peroxide on burning in excess oxygen,peroxide — potassium and heavier alkali metals readily form superoxides,alkali-metal reactivity — loss of the single valence electron becomes easier,superoxide — larger cations polarize carbonate less strongly,C,alkali-metal reactivity — loss of the single valence electron becomes easier,The correct match is alkali-metal reactivity — loss of the single valence electron becomes easier. The remaining pairs cross-match a term with a statement belonging to another concept.,Difficult,Analysis,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0825,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Periodic properties,order comparison,Sequence/match MCQ,"Which is the correct decreasing order of first ionisation enthalpy among Li, Be, B?",Li > B > Be,Li > Be > B,Be > B > Li,Be > Li > B,C,Be > B > Li,"First ionisation enthalpy generally rises across a period, with IE₁(Be)>IE₁(B) because Be has a filled 2s subshell.",Medium,Application,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0826,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Periodic trends,general trend,Statement-based MCQ,"Down a group, which statement is generally correct?",shielding generally decreases,number of occupied shells decreases,valence-electron count changes randomly,atomic radius generally increases,D,atomic radius generally increases,"The trend follows changes in effective nuclear charge, shell number and shielding.",Medium,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0827,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Modern periodic table,period assignment,Direct recall MCQ,The element Rb belongs to which period?,2,1,3,5,D,5,The highest occupied principal shell gives the period.,Easy,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0828,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Hydration Enthalpy,hydration enthalpy,Direct recall MCQ,Which description best identifies hydration enthalpy?,energy released when gaseous ions become hydrated,reactivity generally increases down Group 1,ionization enthalpy generally decreases down Groups 1 and 2,solubility generally increases down the group,A,energy released when gaseous ions become hydrated,Hydration enthalpy is energy released when gaseous ions become hydrated. It becomes more negative for smaller ions of the same charge.,Easy,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0829,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Modern periodic table,period assignment,Statement-based MCQ,"The element Li belongs to which period?
Statement I: 2
Statement II: 1
Choose the correct option.",Neither statement is correct,Only Statement I is correct,Both statements are correct,Only Statement II is correct,B,Only Statement I is correct,Statement I is correct. Statement II is incorrect. The highest occupied principal shell gives the period.,Difficult,Analysis,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0830,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Block classification,electronic configuration,Direct recall MCQ,The element Ne is classified as a member of the:,s-block,f-block,p-block,d-block,C,p-block,The differentiating electron identifies the block.,Easy,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0831,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Periodic trends,general trend,Statement-based MCQ,"For isoelectronic species, which statement is generally correct?",radius decreases as nuclear charge increases,all radii are identical by definition,radius is independent of nuclear charge,radius increases with nuclear charge,A,radius decreases as nuclear charge increases,"The trend follows changes in effective nuclear charge, shell number and shielding.",Medium,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0832,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Block classification,general outer configuration,Direct recall MCQ,The general valence-shell configuration of the f-block is:,(n−1)d¹–¹⁰ns⁰–²,ns¹–²,ns²np¹–⁶,(n−2)f¹–¹⁴,D,(n−2)f¹–¹⁴,Block classification follows the subshell receiving the differentiating electron.,Easy,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0833,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Periodic trends,general trend,Statement-based MCQ,"Down a group, which statement is generally correct?",electron affinity is identically zero,nuclear charge becomes zero,first ionisation enthalpy generally decreases,atomic radius decreases,C,first ionisation enthalpy generally decreases,"The trend follows changes in effective nuclear charge, shell number and shielding.",Medium,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0834,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Block classification,electronic configuration,Statement-based MCQ,"The element Li is classified as a member of the:
Statement I: s-block
Statement II: p-block
Choose the correct option.",Only Statement II is correct,Both statements are correct,Only Statement I is correct,Neither statement is correct,C,Only Statement I is correct,Statement I is correct. Statement II is incorrect. The differentiating electron identifies the block.,Difficult,Analysis,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0835,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Modern periodic table,period assignment,Statement-based MCQ,"The element C belongs to which period?
Statement I: 2
Statement II: 1
Choose the correct option.",Only Statement I is correct,Only Statement II is correct,Both statements are correct,Neither statement is correct,A,Only Statement I is correct,Statement I is correct. Statement II is incorrect. The highest occupied principal shell gives the period.,Difficult,Analysis,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0836,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Modern periodic table,period assignment,Statement-based MCQ,"The element Si belongs to which period?
Statement I: 3
Statement II: 1
Choose the correct option.",Neither statement is correct,Both statements are correct,Only Statement I is correct,Only Statement II is correct,C,Only Statement I is correct,Statement I is correct. Statement II is incorrect. The highest occupied principal shell gives the period.,Difficult,Analysis,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0837,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Ionization Enthalpy Trend,ionization enthalpy trend,Sequence/match MCQ,Which term–statement pair is correctly matched?,solubility of Group 2 sulfates — larger cations polarize carbonate less strongly,ionization enthalpy trend — increasing size and shielding weaken attraction for the valence electron,peroxide — hydration enthalpy becomes less negative down the group,thermal stability of Group 2 carbonates — sodium commonly forms peroxide on burning in excess oxygen,B,ionization enthalpy trend — increasing size and shielding weaken attraction for the valence electron,The correct match is ionization enthalpy trend — increasing size and shielding weaken attraction for the valence electron. The remaining pairs cross-match a term with a statement belonging to another concept.,Difficult,Analysis,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0838,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Hydration Enthalpy,hydration enthalpy,Statement-based MCQ,The statement ‘energy released when gaseous ions become hydrated’ refers to,solubility of Group 2 hydroxides,hydration enthalpy,alkali-metal reactivity,solubility of Group 2 sulfates,B,hydration enthalpy,"The defining statement matches hydration enthalpy. In addition, it becomes more negative for smaller ions of the same charge.",Easy,Comprehension,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0839,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Block classification,electronic configuration,Direct recall MCQ,The element Rb is classified as a member of the:,f-block,d-block,p-block,s-block,D,s-block,The differentiating electron identifies the block.,Easy,Recall,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
NEET27-CHEM-0840,NEET-UG,Chemistry,Inorganic Chemistry,XI,Unit 9: Classification of Elements and Periodicity in Properties,9,Classification of Elements and Periodicity in Properties,Classification of Elements and Periodicity in Properties,Inorganic Chemistry,Periodic properties,order comparison,Sequence/match MCQ,"Which is the correct decreasing order of magnitude of electron-gain enthalpy among Cl, F, Br?",F > Cl > Br,F > Br > Cl,Cl > Br > F,Cl > F > Br,D,Cl > F > Br,Cl has a more negative electron-gain enthalpy than F because F is very compact.,Medium,Application,"NCERT Chemistry, Class XI, current rationalised edition",Classification of Elements and Periodicity in Properties,,,False,,True,PASS
