id,unit,topic,difficulty,question_type
NEET27-CHEM-0709,7,Half-Reaction Method,Easy,Statement-based MCQ
NEET27-CHEM-0710,7,Kohlrausch Law,Easy,Direct recall MCQ
NEET27-CHEM-0711,7,Electrolytic Cell,Easy,Statement-based MCQ
NEET27-CHEM-0712,7,Reduction,Difficult,Sequence/match MCQ
NEET27-CHEM-0713,7,Electron Balance,Difficult,Statement-based MCQ
NEET27-CHEM-0714,7,Reducing Agent,Difficult,Sequence/match MCQ
NEET27-CHEM-0715,7,Oxidation,Difficult,Sequence/match MCQ
NEET27-CHEM-0716,7,Displacement Redox Reaction,Easy,Statement-based MCQ
NEET27-CHEM-0717,7,Reduction,Easy,Statement-based MCQ
NEET27-CHEM-0718,7,Disproportionation,Medium,Conceptual/application MCQ
NEET27-CHEM-0719,7,Comproportionation,Medium,Conceptual/application MCQ
NEET27-CHEM-0720,7,Redox Couple,Difficult,Statement-based MCQ
NEET27-CHEM-0721,8,Zero-Order Reaction,Easy,Statement-based MCQ
NEET27-CHEM-0722,8,Molecularity,Easy,Direct recall MCQ
NEET27-CHEM-0723,8,Integrated Rate Law,Easy,Statement-based MCQ
NEET27-CHEM-0724,8,Steric Factor,Easy,Statement-based MCQ
NEET27-CHEM-0725,8,Rate Constant,Medium,Sequence/match MCQ
NEET27-CHEM-0726,8,Rate Law,Easy,Direct recall MCQ
NEET27-CHEM-0727,8,Collision Frequency,Difficult,Statement-based MCQ
NEET27-CHEM-0728,8,Order Of Reaction,Medium,Statement-based MCQ
NEET27-CHEM-0729,8,Heterogeneous Catalyst,Difficult,Statement-based MCQ
NEET27-CHEM-0730,8,Collision Frequency,Difficult,Sequence/match MCQ
NEET27-CHEM-0731,8,Homogeneous Catalyst,Easy,Statement-based MCQ
NEET27-CHEM-0732,8,Arrhenius Equation,Easy,Direct recall MCQ
NEET27-CHEM-0733,8,Collision Frequency,Difficult,Statement-based MCQ
NEET27-CHEM-0734,8,Pseudo-First-Order Reaction,Easy,Statement-based MCQ
NEET27-CHEM-0735,8,Threshold Energy,Difficult,Sequence/match MCQ
NEET27-CHEM-0736,8,Heterogeneous Catalyst,Medium,Sequence/match MCQ
NEET27-CHEM-0737,8,Heterogeneous Catalyst,Easy,Direct recall MCQ
NEET27-CHEM-0738,8,Pseudo-First-Order Reaction,Difficult,Statement-based MCQ
NEET27-CHEM-0739,8,Steric Factor,Medium,Sequence/match MCQ
NEET27-CHEM-0740,8,Arrhenius Equation,Difficult,Sequence/match MCQ
NEET27-CHEM-0741,8,Steric Factor,Easy,Direct recall MCQ
NEET27-CHEM-0742,8,Units Of First-Order K,Difficult,Statement-based MCQ
NEET27-CHEM-0743,8,Pseudo-First-Order Reaction,Medium,Statement-based MCQ
NEET27-CHEM-0744,8,Homogeneous Catalyst,Difficult,Sequence/match MCQ
NEET27-CHEM-0745,8,Catalyst,Easy,Statement-based MCQ
NEET27-CHEM-0746,8,First-Order Reaction,Easy,Statement-based MCQ
NEET27-CHEM-0747,8,Rate-Determining Step,Medium,Conceptual/application MCQ
NEET27-CHEM-0748,8,Threshold Energy,Difficult,Statement-based MCQ
NEET27-CHEM-0749,8,First-Order Reaction,Medium,Reaction/reagent MCQ
NEET27-CHEM-0750,8,Collision Frequency,Easy,Statement-based MCQ
NEET27-CHEM-0751,8,Units Of First-Order K,Easy,Direct recall MCQ
NEET27-CHEM-0752,8,Catalyst,Easy,Statement-based MCQ
NEET27-CHEM-0753,8,Zero-Order Half-Life,Difficult,Statement-based MCQ
NEET27-CHEM-0754,8,Catalyst,Medium,Sequence/match MCQ
NEET27-CHEM-0755,8,Rate-Determining Step,Difficult,Statement-based MCQ
NEET27-CHEM-0756,8,Integrated Rate Law,Difficult,Statement-based MCQ
NEET27-CHEM-0757,8,Heterogeneous Catalyst,Easy,Statement-based MCQ
NEET27-CHEM-0758,8,Integrated Rate Law,Medium,Sequence/match MCQ
NEET27-CHEM-0759,8,Instantaneous Rate,Medium,Statement-based MCQ
NEET27-CHEM-0760,8,Units Of First-Order K,Medium,Sequence/match MCQ
NEET27-CHEM-0761,8,Catalyst,Difficult,Statement-based MCQ
NEET27-CHEM-0762,8,Rate-Determining Step,Difficult,Sequence/match MCQ
NEET27-CHEM-0763,8,Integrated Rate Law,Medium,Conceptual/application MCQ
NEET27-CHEM-0764,8,Rate Constant,Difficult,Statement-based MCQ
NEET27-CHEM-0765,8,Rate Constant,Easy,Direct recall MCQ
NEET27-CHEM-0766,8,Zero-Order Half-Life,Easy,Statement-based MCQ
NEET27-CHEM-0767,8,Homogeneous Catalyst,Medium,Sequence/match MCQ
NEET27-CHEM-0768,8,Zero-Order Reaction,Difficult,Sequence/match MCQ
NEET27-CHEM-0769,8,Activation Energy,Difficult,Statement-based MCQ
NEET27-CHEM-0770,8,Threshold Energy,Difficult,Statement-based MCQ
NEET27-CHEM-0771,8,Zero-Order Reaction,Medium,Statement-based MCQ
NEET27-CHEM-0772,8,Heterogeneous Catalyst,Easy,Statement-based MCQ
NEET27-CHEM-0773,8,First-Order Reaction,Difficult,Statement-based MCQ
NEET27-CHEM-0774,8,Zero-Order Reaction,Easy,Statement-based MCQ
NEET27-CHEM-0775,8,Activation Energy,Easy,Statement-based MCQ
NEET27-CHEM-0776,8,Integrated Rate Law,Difficult,Statement-based MCQ
NEET27-CHEM-0777,8,Threshold Energy,Easy,Direct recall MCQ
NEET27-CHEM-0778,8,Zero-Order Half-Life,Easy,Direct recall MCQ
NEET27-CHEM-0779,8,Steric Factor,Easy,Statement-based MCQ
NEET27-CHEM-0780,8,Units Of First-Order K,Easy,Statement-based MCQ
NEET27-CHEM-0781,8,Steric Factor,Difficult,Statement-based MCQ
NEET27-CHEM-0782,8,Activation Energy,Difficult,Sequence/match MCQ
NEET27-CHEM-0783,8,First-Order Reaction,Difficult,Statement-based MCQ
NEET27-CHEM-0784,8,Rate Constant,Easy,Statement-based MCQ
NEET27-CHEM-0785,8,Activation Energy,Difficult,Statement-based MCQ
NEET27-CHEM-0786,8,Arrhenius Equation,Easy,Statement-based MCQ
NEET27-CHEM-0787,8,Rate-Determining Step,Difficult,Statement-based MCQ
NEET27-CHEM-0788,8,First-Order Half-Life,Easy,Direct recall MCQ
NEET27-CHEM-0789,8,Units Of First-Order K,Difficult,Sequence/match MCQ
NEET27-CHEM-0790,8,Arrhenius Equation,Difficult,Graph/data interpretation MCQ
NEET27-CHEM-0791,8,Rate Constant,Easy,Statement-based MCQ
NEET27-CHEM-0792,8,First-Order Half-Life,Difficult,Statement-based MCQ
NEET27-CHEM-0793,8,Catalyst,Difficult,Sequence/match MCQ
NEET27-CHEM-0794,8,Integrated Rate Law,Easy,Statement-based MCQ
NEET27-CHEM-0795,8,First-Order Reaction,Medium,Sequence/match MCQ
NEET27-CHEM-0796,8,Arrhenius Equation,Easy,Statement-based MCQ
NEET27-CHEM-0797,8,Threshold Energy,Easy,Statement-based MCQ
NEET27-CHEM-0798,8,Rate-Determining Step,Easy,Statement-based MCQ
NEET27-CHEM-0799,8,Collision Frequency,Easy,Direct recall MCQ
NEET27-CHEM-0800,8,First-Order Half-Life,Easy,Statement-based MCQ
NEET27-CHEM-0801,8,Activation Energy,Medium,Sequence/match MCQ
NEET27-CHEM-0802,8,Zero-Order Half-Life,Easy,Statement-based MCQ
NEET27-CHEM-0803,8,Homogeneous Catalyst,Difficult,Statement-based MCQ
NEET27-CHEM-0804,8,Pseudo-First-Order Reaction,Easy,Statement-based MCQ
NEET27-CHEM-0805,8,Zero-Order Reaction,Medium,Reaction/reagent MCQ
NEET27-CHEM-0806,8,Units Of First-Order K,Easy,Statement-based MCQ
NEET27-CHEM-0807,8,First-Order Half-Life,Easy,Statement-based MCQ
NEET27-CHEM-0808,8,Steric Factor,Difficult,Statement-based MCQ
NEET27-CHEM-0809,8,Zero-Order Half-Life,Medium,Sequence/match MCQ
NEET27-CHEM-0810,8,Order Of Reaction,Easy,Reaction/reagent MCQ
NEET27-CHEM-0811,9,Block classification,Easy,Direct recall MCQ
NEET27-CHEM-0812,9,Block classification,Easy,Direct recall MCQ
NEET27-CHEM-0813,9,Block classification,Difficult,Statement-based MCQ
NEET27-CHEM-0814,9,Alkali-Metal Reactivity,Easy,Statement-based MCQ
NEET27-CHEM-0815,9,Block classification,Easy,Direct recall MCQ
NEET27-CHEM-0816,9,Modern periodic table,Easy,Direct recall MCQ
NEET27-CHEM-0817,9,Modern periodic table,Easy,Direct recall MCQ
NEET27-CHEM-0818,9,Ionization Enthalpy Trend,Difficult,Statement-based MCQ
NEET27-CHEM-0819,9,Ionization Enthalpy Trend,Medium,Conceptual/application MCQ
NEET27-CHEM-0820,9,Modern periodic table,Easy,Direct recall MCQ
NEET27-CHEM-0821,9,Periodic properties,Medium,Sequence/match MCQ
NEET27-CHEM-0822,9,Periodic anomalies,Medium,Conceptual/application MCQ
NEET27-CHEM-0823,9,Block classification,Easy,Direct recall MCQ
NEET27-CHEM-0824,9,Alkali-Metal Reactivity,Difficult,Sequence/match MCQ
NEET27-CHEM-0825,9,Periodic properties,Medium,Sequence/match MCQ
NEET27-CHEM-0826,9,Periodic trends,Medium,Statement-based MCQ
NEET27-CHEM-0827,9,Modern periodic table,Easy,Direct recall MCQ
NEET27-CHEM-0828,9,Hydration Enthalpy,Easy,Direct recall MCQ
NEET27-CHEM-0829,9,Modern periodic table,Difficult,Statement-based MCQ
NEET27-CHEM-0830,9,Block classification,Easy,Direct recall MCQ
NEET27-CHEM-0831,9,Periodic trends,Medium,Statement-based MCQ
NEET27-CHEM-0832,9,Block classification,Easy,Direct recall MCQ
NEET27-CHEM-0833,9,Periodic trends,Medium,Statement-based MCQ
NEET27-CHEM-0834,9,Block classification,Difficult,Statement-based MCQ
NEET27-CHEM-0835,9,Modern periodic table,Difficult,Statement-based MCQ
NEET27-CHEM-0836,9,Modern periodic table,Difficult,Statement-based MCQ
NEET27-CHEM-0837,9,Ionization Enthalpy Trend,Difficult,Sequence/match MCQ
NEET27-CHEM-0838,9,Hydration Enthalpy,Easy,Statement-based MCQ
NEET27-CHEM-0839,9,Block classification,Easy,Direct recall MCQ
NEET27-CHEM-0840,9,Periodic properties,Medium,Sequence/match MCQ
NEET27-CHEM-0841,9,Periodic anomalies,Medium,Conceptual/application MCQ
NEET27-CHEM-0842,9,Periodic trends,Medium,Statement-based MCQ
NEET27-CHEM-0843,9,Block classification,Easy,Direct recall MCQ
NEET27-CHEM-0844,9,Periodic trends,Medium,Statement-based MCQ
NEET27-CHEM-0845,9,Periodic anomalies,Medium,Conceptual/application MCQ
NEET27-CHEM-0846,9,Block classification,Easy,Direct recall MCQ
NEET27-CHEM-0847,9,Block classification,Difficult,Statement-based MCQ
NEET27-CHEM-0848,9,Block classification,Difficult,Statement-based MCQ
NEET27-CHEM-0849,9,Block classification,Difficult,Statement-based MCQ
NEET27-CHEM-0850,9,Modern periodic table,Easy,Direct recall MCQ
NEET27-CHEM-0851,9,Block classification,Easy,Direct recall MCQ
NEET27-CHEM-0852,9,Modern periodic table,Difficult,Statement-based MCQ
NEET27-CHEM-0853,9,Modern periodic table,Easy,Direct recall MCQ
NEET27-CHEM-0854,9,Periodic properties,Medium,Sequence/match MCQ
NEET27-CHEM-0855,9,Block classification,Easy,Direct recall MCQ
NEET27-CHEM-0856,9,Modern periodic table,Easy,Direct recall MCQ
NEET27-CHEM-0857,9,Periodic properties,Medium,Sequence/match MCQ
NEET27-CHEM-0858,9,Periodic properties,Medium,Sequence/match MCQ
NEET27-CHEM-0859,9,Modern periodic table,Difficult,Statement-based MCQ
NEET27-CHEM-0860,9,Modern periodic table,Easy,Direct recall MCQ
NEET27-CHEM-0861,9,Block classification,Easy,Direct recall MCQ
NEET27-CHEM-0862,9,Modern periodic table,Easy,Direct recall MCQ
NEET27-CHEM-0863,9,Modern periodic table,Difficult,Statement-based MCQ
NEET27-CHEM-0864,9,Block classification,Difficult,Statement-based MCQ
NEET27-CHEM-0865,9,Hydration Enthalpy,Difficult,Statement-based MCQ
NEET27-CHEM-0866,9,Block classification,Easy,Direct recall MCQ
NEET27-CHEM-0867,9,Periodic trends,Medium,Statement-based MCQ
NEET27-CHEM-0868,9,Modern periodic table,Difficult,Statement-based MCQ
NEET27-CHEM-0869,9,Block classification,Easy,Direct recall MCQ
NEET27-CHEM-0870,9,Modern periodic table,Easy,Direct recall MCQ
NEET27-CHEM-0871,9,Modern periodic table,Easy,Direct recall MCQ
NEET27-CHEM-0872,9,Modern periodic table,Difficult,Statement-based MCQ
NEET27-CHEM-0873,9,Periodic anomalies,Medium,Conceptual/application MCQ
NEET27-CHEM-0874,9,Alkali-Metal Reactivity,Medium,Conceptual/application MCQ
NEET27-CHEM-0875,9,Block classification,Easy,Direct recall MCQ
NEET27-CHEM-0876,9,Modern periodic table,Easy,Direct recall MCQ
NEET27-CHEM-0877,9,Block classification,Easy,Direct recall MCQ
NEET27-CHEM-0878,9,Block classification,Easy,Direct recall MCQ
NEET27-CHEM-0879,9,Block classification,Easy,Direct recall MCQ
NEET27-CHEM-0880,9,Ionization Enthalpy Trend,Easy,Statement-based MCQ
NEET27-CHEM-0881,9,Block classification,Difficult,Statement-based MCQ
NEET27-CHEM-0882,9,Block classification,Difficult,Statement-based MCQ
NEET27-CHEM-0883,9,Periodic properties,Medium,Sequence/match MCQ
NEET27-CHEM-0884,9,Block classification,Difficult,Statement-based MCQ
NEET27-CHEM-0885,9,Modern periodic table,Easy,Direct recall MCQ
NEET27-CHEM-0886,9,Periodic trends,Medium,Statement-based MCQ
NEET27-CHEM-0887,9,Block classification,Easy,Direct recall MCQ
NEET27-CHEM-0888,9,Modern periodic table,Easy,Direct recall MCQ
NEET27-CHEM-0889,9,Block classification,Difficult,Statement-based MCQ
NEET27-CHEM-0890,9,Hydration Enthalpy,Difficult,Sequence/match MCQ
NEET27-CHEM-0891,9,Periodic properties,Medium,Sequence/match MCQ
NEET27-CHEM-0892,9,Modern periodic table,Difficult,Statement-based MCQ
NEET27-CHEM-0893,9,Periodic anomalies,Medium,Conceptual/application MCQ
NEET27-CHEM-0894,9,Modern periodic table,Difficult,Statement-based MCQ
NEET27-CHEM-0895,9,Periodic properties,Medium,Sequence/match MCQ
NEET27-CHEM-0896,9,Modern periodic table,Easy,Direct recall MCQ
NEET27-CHEM-0897,9,Periodic properties,Medium,Sequence/match MCQ
NEET27-CHEM-0898,9,Alkali-Metal Reactivity,Difficult,Statement-based MCQ
NEET27-CHEM-0899,9,Periodic anomalies,Medium,Conceptual/application MCQ
NEET27-CHEM-0900,9,Modern periodic table,Difficult,Statement-based MCQ
NEET27-CHEM-0901,10,Group 14,Easy,Direct recall MCQ
NEET27-CHEM-0902,10,Fluorine Anomaly,Difficult,Sequence/match MCQ
NEET27-CHEM-0903,10,Group 16,Medium,Statement-based MCQ
NEET27-CHEM-0904,10,Group 16,Medium,Statement-based MCQ
NEET27-CHEM-0905,10,Group 16 Configuration,Medium,Conceptual/application MCQ
NEET27-CHEM-0906,10,Group 17 Configuration,Difficult,Statement-based MCQ
NEET27-CHEM-0907,10,Group 13,Medium,Reaction/reagent MCQ
NEET27-CHEM-0908,10,Fluorine Anomaly,Easy,Statement-based MCQ
NEET27-CHEM-0909,10,Group 18,Easy,Direct recall MCQ
NEET27-CHEM-0910,10,Hydrogen Halide Acidity,Difficult,Statement-based MCQ
NEET27-CHEM-0911,10,Hydrogen Halide Acidity,Difficult,Statement-based MCQ
NEET27-CHEM-0912,10,Group trends,Medium,Statement-based MCQ
NEET27-CHEM-0913,10,Group trends,Medium,Statement-based MCQ
NEET27-CHEM-0914,10,Group 15,Difficult,Statement-based MCQ
NEET27-CHEM-0915,10,Fluorine Anomaly,Easy,Direct recall MCQ
NEET27-CHEM-0916,10,Group 16 Configuration,Difficult,Sequence/match MCQ
NEET27-CHEM-0917,10,Group 14,Difficult,Statement-based MCQ
NEET27-CHEM-0918,10,Hydrogen Halide Acidity,Easy,Statement-based MCQ
NEET27-CHEM-0919,10,Cross-group comparison,Easy,Direct recall MCQ
NEET27-CHEM-0920,10,Inert-Pair Effect,Difficult,Statement-based MCQ
NEET27-CHEM-0921,10,Group 17,Medium,Statement-based MCQ
NEET27-CHEM-0922,10,Group 17,Easy,Direct recall MCQ
NEET27-CHEM-0923,10,Halogen Oxidizing Power,Easy,Statement-based MCQ
NEET27-CHEM-0924,10,Cross-group comparison,Easy,Direct recall MCQ
NEET27-CHEM-0925,10,Group 13,Medium,Conceptual/application MCQ
NEET27-CHEM-0926,10,Inert-Pair Effect,Easy,Statement-based MCQ
NEET27-CHEM-0927,10,Group 16,Difficult,Statement-based MCQ
NEET27-CHEM-0928,10,Group 18,Medium,Statement-based MCQ
NEET27-CHEM-0929,10,Group 15,Easy,Direct recall MCQ
NEET27-CHEM-0930,10,Group 16 Configuration,Difficult,Sequence/match MCQ
NEET27-CHEM-0931,10,Group trends,Medium,Statement-based MCQ
NEET27-CHEM-0932,10,Halogen Oxidizing Power,Difficult,Sequence/match MCQ
NEET27-CHEM-0933,10,Group 15,Difficult,Statement-based MCQ
NEET27-CHEM-0934,10,Inert-Pair Effect,Medium,Sequence/match MCQ
NEET27-CHEM-0935,10,Group 18,Medium,Conceptual/application MCQ
NEET27-CHEM-0936,10,Group 17,Medium,Statement-based MCQ
NEET27-CHEM-0937,10,Group 17,Medium,Conceptual/application MCQ
NEET27-CHEM-0938,10,Group 17 Configuration,Easy,Direct recall MCQ
NEET27-CHEM-0939,10,Group 15,Difficult,Statement-based MCQ
NEET27-CHEM-0940,10,Group 13,Easy,Direct recall MCQ
NEET27-CHEM-0941,10,Group 18 Configuration,Medium,Sequence/match MCQ
NEET27-CHEM-0942,10,Group 17,Easy,Direct recall MCQ
NEET27-CHEM-0943,10,Group 18 Configuration,Difficult,Statement-based MCQ
NEET27-CHEM-0944,10,Group 14,Medium,Statement-based MCQ
NEET27-CHEM-0945,10,Hydrogen Halide Acidity,Easy,Direct recall MCQ
NEET27-CHEM-0946,10,Cross-group comparison,Medium,Conceptual/application MCQ
NEET27-CHEM-0947,10,Oxygen Anomaly,Difficult,Sequence/match MCQ
NEET27-CHEM-0948,10,Group 17,Medium,Statement-based MCQ
NEET27-CHEM-0949,10,Oxygen Anomaly,Easy,Statement-based MCQ
NEET27-CHEM-0950,10,Group 18 Configuration,Easy,Direct recall MCQ
NEET27-CHEM-0951,10,Group 18,Medium,Conceptual/application MCQ
NEET27-CHEM-0952,10,Group 18,Medium,Statement-based MCQ
NEET27-CHEM-0953,10,Group 18 Configuration,Easy,Statement-based MCQ
NEET27-CHEM-0954,10,Cross-group comparison,Medium,Conceptual/application MCQ
NEET27-CHEM-0955,10,Group 17 Configuration,Easy,Statement-based MCQ
NEET27-CHEM-0956,10,Group 13,Medium,Statement-based MCQ
NEET27-CHEM-0957,10,Hydrogen Halide Acidity,Medium,Sequence/match MCQ
NEET27-CHEM-0958,10,Group 16 Configuration,Difficult,Statement-based MCQ
NEET27-CHEM-0959,10,Group 16 Configuration,Easy,Statement-based MCQ
NEET27-CHEM-0960,10,Group trends,Medium,Statement-based MCQ
NEET27-CHEM-0961,10,Group 14,Easy,Direct recall MCQ
NEET27-CHEM-0962,10,Group 13,Medium,Statement-based MCQ
NEET27-CHEM-0963,10,Halogen Oxidizing Power,Medium,Conceptual/application MCQ
NEET27-CHEM-0964,10,Group trends,Medium,Statement-based MCQ
NEET27-CHEM-0965,10,Group 15,Medium,Statement-based MCQ
NEET27-CHEM-0966,10,Group 15,Medium,Reaction/reagent MCQ
NEET27-CHEM-0967,10,Group 14,Medium,Conceptual/application MCQ
NEET27-CHEM-0968,10,Group 17,Medium,Reaction/reagent MCQ
NEET27-CHEM-0969,10,Group 14,Difficult,Statement-based MCQ
NEET27-CHEM-0970,10,Group 14,Medium,Statement-based MCQ
NEET27-CHEM-0971,10,Group 18 Configuration,Easy,Statement-based MCQ
NEET27-CHEM-0972,10,Group 16,Easy,Direct recall MCQ
NEET27-CHEM-0973,10,Cross-group comparison,Easy,Direct recall MCQ
NEET27-CHEM-0974,10,Group 15,Medium,Statement-based MCQ
NEET27-CHEM-0975,10,Halogen Oxidizing Power,Difficult,Statement-based MCQ
NEET27-CHEM-0976,10,Group trends,Medium,Statement-based MCQ
NEET27-CHEM-0977,10,Oxygen Anomaly,Difficult,Statement-based MCQ
NEET27-CHEM-0978,10,Fluorine Anomaly,Difficult,Statement-based MCQ
NEET27-CHEM-0979,10,Group 14,Difficult,Statement-based MCQ
NEET27-CHEM-0980,10,Group 17,Medium,Statement-based MCQ
NEET27-CHEM-0981,10,Fluorine Anomaly,Easy,Statement-based MCQ
NEET27-CHEM-0982,10,Group 14,Difficult,Statement-based MCQ
NEET27-CHEM-0983,10,Group 15,Difficult,Statement-based MCQ
NEET27-CHEM-0984,10,Group 18,Medium,Statement-based MCQ
NEET27-CHEM-0985,10,Cross-group comparison,Easy,Direct recall MCQ
NEET27-CHEM-0986,10,Group 14,Medium,Statement-based MCQ
NEET27-CHEM-0987,10,Cross-group comparison,Medium,Conceptual/application MCQ
NEET27-CHEM-0988,10,Group 13,Difficult,Statement-based MCQ
NEET27-CHEM-0989,10,Group 13,Medium,Statement-based MCQ
NEET27-CHEM-0990,10,Oxygen Anomaly,Medium,Sequence/match MCQ
NEET27-CHEM-0991,10,Group trends,Medium,Statement-based MCQ
NEET27-CHEM-0992,10,p-Block trends,Medium,Reaction/reagent MCQ
NEET27-CHEM-0993,10,Group trends,Medium,Statement-based MCQ
NEET27-CHEM-0994,10,Group 13,Medium,Statement-based MCQ
NEET27-CHEM-0995,10,Group 18,Easy,Direct recall MCQ
NEET27-CHEM-0996,10,Group 16,Medium,Statement-based MCQ
NEET27-CHEM-0997,10,Group 15,Medium,Conceptual/application MCQ
NEET27-CHEM-0998,10,Group 14,Medium,Statement-based MCQ
NEET27-CHEM-0999,10,Group 13,Difficult,Statement-based MCQ
NEET27-CHEM-1000,10,Group 18 Configuration,Medium,Statement-based MCQ
NEET27-CHEM-1001,10,Group 17 Configuration,Easy,Statement-based MCQ
NEET27-CHEM-1002,10,Group 18,Difficult,Statement-based MCQ
NEET27-CHEM-1003,10,Group 13,Difficult,Statement-based MCQ
NEET27-CHEM-1004,10,Group 17 Configuration,Medium,Sequence/match MCQ
NEET27-CHEM-1005,10,Cross-group comparison,Medium,Reaction/reagent MCQ
NEET27-CHEM-1006,10,Fluorine Anomaly,Medium,Sequence/match MCQ
NEET27-CHEM-1007,10,Halogen Oxidizing Power,Difficult,Statement-based MCQ
NEET27-CHEM-1008,10,Group 15,Medium,Statement-based MCQ
NEET27-CHEM-1009,10,Group 17,Difficult,Statement-based MCQ
NEET27-CHEM-1010,10,Group 18,Medium,Statement-based MCQ
NEET27-CHEM-1011,10,Hydrogen Halide Acidity,Easy,Statement-based MCQ
NEET27-CHEM-1012,10,Halogen Oxidizing Power,Medium,Sequence/match MCQ
NEET27-CHEM-1013,10,Group 17 Configuration,Difficult,Sequence/match MCQ
NEET27-CHEM-1014,10,Group 15,Medium,Statement-based MCQ
NEET27-CHEM-1015,10,Group 16,Medium,Statement-based MCQ
NEET27-CHEM-1016,10,Oxygen Anomaly,Difficult,Statement-based MCQ
NEET27-CHEM-1017,10,Inert-Pair Effect,Easy,Statement-based MCQ
NEET27-CHEM-1018,10,Group 16,Medium,Conceptual/application MCQ
NEET27-CHEM-1019,10,Group 16 Configuration,Easy,Statement-based MCQ
NEET27-CHEM-1020,10,Group trends,Medium,Statement-based MCQ
NEET27-CHEM-1021,10,Group trends,Medium,Statement-based MCQ
NEET27-CHEM-1022,10,Oxygen Anomaly,Easy,Direct recall MCQ
NEET27-CHEM-1023,10,Group trends,Medium,Statement-based MCQ
NEET27-CHEM-1024,10,Group 13,Difficult,Statement-based MCQ
NEET27-CHEM-1025,10,Group trends,Medium,Statement-based MCQ
NEET27-CHEM-1026,10,Inert-Pair Effect,Difficult,Sequence/match MCQ
NEET27-CHEM-1027,11,KMnO₄ In Neutral Medium,Easy,Direct recall MCQ
NEET27-CHEM-1028,11,Alloy Formation,Difficult,Sequence/match MCQ
NEET27-CHEM-1029,11,Complex Formation,Difficult,Statement-based MCQ
NEET27-CHEM-1030,11,Electronic configurations,Medium,Conceptual/application MCQ
NEET27-CHEM-1031,11,K₂Cr₂O₇ In Acid,Difficult,Statement-based MCQ
NEET27-CHEM-1032,11,Transition and inner-transition elements,Medium,Statement-based MCQ
NEET27-CHEM-1033,11,Magnetic properties,Medium,One-step numerical MCQ
NEET27-CHEM-1034,11,Variable Oxidation State,Easy,Statement-based MCQ
NEET27-CHEM-1035,11,Consequence Of Lanthanoid Contraction,Easy,Statement-based MCQ
NEET27-CHEM-1036,11,Interstitial Compound,Difficult,Statement-based MCQ
NEET27-CHEM-1037,11,Electronic configurations,Medium,Conceptual/application MCQ
NEET27-CHEM-1038,11,K₂Cr₂O₇ In Acid,Difficult,Statement-based MCQ
NEET27-CHEM-1039,11,Lanthanoid Contraction,Medium,Conceptual/application MCQ
NEET27-CHEM-1040,11,Oxidation-State Stability,Easy,Statement-based MCQ
NEET27-CHEM-1041,11,Coloured Transition Ion,Difficult,Statement-based MCQ
NEET27-CHEM-1042,11,Variable Oxidation State,Medium,Reaction/reagent MCQ
NEET27-CHEM-1043,11,KMnO₄ In Neutral Medium,Medium,Statement-based MCQ
NEET27-CHEM-1044,11,Transition Element,Medium,Conceptual/application MCQ
NEET27-CHEM-1045,11,Coloured Transition Ion,Difficult,Sequence/match MCQ
NEET27-CHEM-1046,11,KMnO₄ In Neutral Medium,Easy,Statement-based MCQ
NEET27-CHEM-1047,11,Transition and inner-transition elements,Difficult,Statement-based MCQ
NEET27-CHEM-1048,11,Alloy Formation,Difficult,Statement-based MCQ
NEET27-CHEM-1049,11,Consequence Of Lanthanoid Contraction,Difficult,Sequence/match MCQ
NEET27-CHEM-1050,11,D-Block Configuration,Easy,Direct recall MCQ
NEET27-CHEM-1051,11,Lanthanoids,Easy,Direct recall MCQ
NEET27-CHEM-1052,11,Coloured Transition Ion,Medium,Sequence/match MCQ
NEET27-CHEM-1053,11,Variable Oxidation State,Easy,Statement-based MCQ
NEET27-CHEM-1054,11,D-Block Configuration,Medium,Sequence/match MCQ
NEET27-CHEM-1055,11,KMnO₄ In Acid,Easy,Direct recall MCQ
NEET27-CHEM-1056,11,Transition and inner-transition elements,Medium,Statement-based MCQ
NEET27-CHEM-1057,11,K₂Cr₂O₇ In Acid,Difficult,Statement-based MCQ
NEET27-CHEM-1058,11,Electronic configurations,Medium,Conceptual/application MCQ
NEET27-CHEM-1059,11,Lanthanoids,Medium,Sequence/match MCQ
NEET27-CHEM-1060,11,Transition and inner-transition elements,Medium,Statement-based MCQ
NEET27-CHEM-1061,11,Transition Element,Difficult,Sequence/match MCQ
NEET27-CHEM-1062,11,Oxidation-State Stability,Difficult,Sequence/match MCQ
NEET27-CHEM-1063,11,K₂Cr₂O₇ In Acid,Easy,Direct recall MCQ
NEET27-CHEM-1064,11,Variable Oxidation State,Medium,Statement-based MCQ
NEET27-CHEM-1065,11,Paramagnetism,Medium,Sequence/match MCQ
NEET27-CHEM-1066,11,Electronic configurations,Difficult,Statement-based MCQ
NEET27-CHEM-1067,11,Magnetic properties,Medium,One-step numerical MCQ
NEET27-CHEM-1068,11,Electronic configurations,Medium,Conceptual/application MCQ
NEET27-CHEM-1069,11,Spin-Only Magnetic Moment,Difficult,Statement-based MCQ
NEET27-CHEM-1070,11,Catalytic Activity,Medium,Sequence/match MCQ
NEET27-CHEM-1071,11,KMnO₄ In Acid,Difficult,Statement-based MCQ
NEET27-CHEM-1072,11,Chromate-Dichromate Equilibrium,Easy,Statement-based MCQ
NEET27-CHEM-1073,11,Spin-Only Magnetic Moment,Easy,Statement-based MCQ
