id,source_class,unit,chapter,topic,subtopic,question_type,difficulty,cognitive_level,correct_option,figure_required,figure_files
NEET27-PHY-1072,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Coulomb's Law,Effect of medium and dielectric constant,Multi-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1073,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Coulomb's Law,Scaling of the Coulomb force,Conceptual/application MCQ,Medium,Application,D,False,
NEET27-PHY-1074,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Additivity of charge,One-step numerical MCQ,Easy,Application,B,False,
NEET27-PHY-1075,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Charge sharing by conduction,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1076,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Conservation and quantisation,Multi-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-1077,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Gold leaf electroscope,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-1078,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Quantisation of charge,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-1079,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Charging by induction,Conceptual/application MCQ,Medium,Application,C,False,
NEET27-PHY-1080,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Conservation of charge,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-1081,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Quantisation of charge,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1082,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Basic properties of charge,Statement-based MCQ,Medium,Analysis,D,False,
NEET27-PHY-1083,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Charging by friction,Multi-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-1084,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Charging by induction,Direct MCQ,Medium,Application,A,False,
NEET27-PHY-1085,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Quantisation of charge,Direct MCQ,Difficult,Analysis,D,False,
NEET27-PHY-1086,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Charge sharing by conduction,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1087,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Charging by friction,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-1088,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Quantisation of charge,One-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-1089,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Quantisation of charge,One-step numerical MCQ,Easy,Application,A,False,
NEET27-PHY-1090,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Charge sharing by conduction,One-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-1091,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Quantisation of charge,Direct MCQ,Medium,Application,D,False,
NEET27-PHY-1092,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Dipole,Potential energy of a dipole,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-1093,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Dipole,Oscillation of a dipole,Conceptual/application MCQ,Medium,Application,D,False,
NEET27-PHY-1094,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Dipole,Dipole moment,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-1095,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Dipole,Potential energy of a dipole,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1096,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Dipole,Oscillation of a dipole,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1097,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Dipole,Dipole in a uniform field,Direct MCQ,Medium,Application,D,False,
NEET27-PHY-1098,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Dipole,Dipole in a non uniform field,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1099,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Dipole,Potential energy of a dipole,Multi-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-1100,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Dipole,Oscillation of a dipole,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1101,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Dipole,Dipole moment,One-step numerical MCQ,Easy,Application,D,False,
NEET27-PHY-1102,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Dipole,Torque on a dipole,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-1103,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Dipole,Potential energy of a dipole,Multi-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-1104,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Field,Field lines and their properties,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-1105,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Field,Superposition of fields,Direct MCQ,Medium,Application,A,False,
NEET27-PHY-1106,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Field,Field due to a point charge,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1107,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Field,Field lines and their properties,Conceptual/application MCQ,Medium,Application,B,False,
NEET27-PHY-1108,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Field,Effect of the medium,Conceptual/application MCQ,Difficult,Analysis,D,False,
NEET27-PHY-1109,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Field,Field due to a point charge,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1110,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Field,Field due to a point charge,Graph/data interpretation MCQ,Medium,Analysis,A,False,
NEET27-PHY-1111,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Field,Electric lines of force,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-1112,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Field,Uniform field,One-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-1113,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Field,Motion of a charge in a uniform field,Conceptual/application MCQ,Medium,Application,D,False,
NEET27-PHY-1114,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Field,Superposition of fields,One-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1115,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Field,Uniform field,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1116,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Field,Field due to a system of charges,Conceptual/application MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1117,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Field,Electric lines of force,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-1118,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Field,Field near a conductor,Direct MCQ,Medium,Application,A,False,
NEET27-PHY-1119,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Field,Motion of a charge in a uniform field,Conceptual/application MCQ,Medium,Application,B,False,
NEET27-PHY-1120,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Field,Force on a charge in a field,Direct MCQ,Medium,Application,C,False,
NEET27-PHY-1121,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Field,Field due to a point charge,Conceptual/application MCQ,Medium,Application,B,False,
NEET27-PHY-1122,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Field,Field due to a point charge,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-1123,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Flux,Flux through a curved surface,Conceptual/application MCQ,Difficult,Analysis,D,False,
NEET27-PHY-1124,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Flux,Definition of electric flux,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-1125,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Flux,Flux through a closed surface,Conceptual/application MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1126,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Flux,Nature of electric flux,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-1127,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Flux,Flux through a closed surface,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-1128,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Flux,Flux through a plane surface,Direct MCQ,Medium,Application,A,False,
NEET27-PHY-1129,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Flux,Flux through a plane surface,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-1130,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential,Potential difference,Conceptual/application MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1131,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential,Potential due to a dipole,Conceptual/application MCQ,Medium,Application,C,False,
NEET27-PHY-1132,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential,Equipotential surfaces,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-1133,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential,Work done,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1134,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential,Relation E = -dV/dr,One-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-1135,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential,Relation E = -dV/dr,Direct MCQ,Medium,Application,A,False,
NEET27-PHY-1136,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential,Relation E = -dV/dr,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-1137,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential,Work done,One-step numerical MCQ,Easy,Application,D,False,
NEET27-PHY-1138,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential,Potential due to a point charge,Graph/data interpretation MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1139,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential,Work done,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-1140,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential and Potential Difference,Electron volt,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-1141,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential and Potential Difference,Nature of potential,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-1142,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential and Potential Difference,Potential of a conductor,Conceptual/application MCQ,Medium,Application,C,False,
NEET27-PHY-1143,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential and Potential Difference,Definition of potential,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-1144,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential and Potential Difference,Work done in moving a charge,Multi-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-1145,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential and Potential Difference,Potential and field,Conceptual/application MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1146,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential and Potential Difference,Electron volt,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1147,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential and Potential Difference,Equipotential surfaces,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-1148,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential and Potential Difference,Potential due to a system of charges,One-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-1149,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential and Potential Difference,Potential due to a point charge,Conceptual/application MCQ,Medium,Application,C,False,
NEET27-PHY-1150,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential and Potential Difference,Work and potential difference,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1151,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential and Potential Difference,Equipotential surfaces,Direct MCQ,Medium,Application,A,False,
NEET27-PHY-1152,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Potential and Potential Difference,Work done in moving a charge,One-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1153,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Gauss's Law,Field due to an infinite plane sheet,One-step numerical MCQ,Easy,Application,B,False,
NEET27-PHY-1154,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Gauss's Law,Statement of Gauss's law,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-1155,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Gauss's Law,Flux through open surfaces,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1156,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Gauss's Law,Field due to an infinite plane sheet,Conceptual/application MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1157,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Gauss's law,infinite line charge,One-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-1158,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Gauss's law,infinite plane sheet,Conceptual/application MCQ,Easy,Application,A,False,
NEET27-PHY-1159,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Gauss's law,line-charge scaling,Conceptual/application MCQ,Easy,Application,A,False,
NEET27-PHY-1160,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Gauss's law,field discontinuity,Conceptual/application MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1161,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Gauss's law,charged spherical shell inside,Conceptual/application MCQ,Easy,Application,D,False,
NEET27-PHY-1162,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Gauss's law,charged spherical shell outside,One-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-1163,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Potential Energy of Charges,Energy of a system of point charges,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1164,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Potential Energy of Charges,Energy of a system of point charges,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1165,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Potential Energy of Charges,Energy of a system of point charges,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-1166,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Potential Energy of Charges,Work done in assembling charges,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-1167,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Potential Energy of Charges,Work done in assembling charges,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1168,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Potential Energy of Charges,Energy of a system of point charges,One-step numerical MCQ,Easy,Application,D,False,
NEET27-PHY-1169,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Potential Energy of Charges,Work done in assembling charges,Conceptual/application MCQ,Medium,Application,C,False,
NEET27-PHY-1170,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Potential Energy of Charges,Energy of a system of point charges,Conceptual/application MCQ,Medium,Application,B,False,
NEET27-PHY-1171,XII,Unit 12: Current Electricity,Current Electricity,Cells,internal resistance,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1172,XII,Unit 12: Current Electricity,Current Electricity,Cells,series combination,Conceptual/application MCQ,Easy,Application,C,False,
NEET27-PHY-1173,XII,Unit 12: Current Electricity,Current Electricity,Cells,internal resistance,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1174,XII,Unit 12: Current Electricity,Current Electricity,Cells and EMF,Graph of V against I,Conceptual/application MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1175,XII,Unit 12: Current Electricity,Current Electricity,Cells and EMF,Meaning of emf,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-1176,XII,Unit 12: Current Electricity,Current Electricity,Cells and EMF,Cells in series,One-step numerical MCQ,Easy,Application,D,False,
NEET27-PHY-1177,XII,Unit 12: Current Electricity,Current Electricity,Cells and EMF,Charging a cell,Conceptual/application MCQ,Easy,Application,C,False,
NEET27-PHY-1178,XII,Unit 12: Current Electricity,Current Electricity,Cells and EMF,Internal resistance,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1179,XII,Unit 12: Current Electricity,Current Electricity,Cells and EMF,Cells in opposition,Multi-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1180,XII,Unit 12: Current Electricity,Current Electricity,Cells and EMF,Cells in parallel,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1181,XII,Unit 12: Current Electricity,Current Electricity,Cells and EMF,Mixed grouping of cells,Multi-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-1182,XII,Unit 12: Current Electricity,Current Electricity,Cells and EMF,Maximum power transfer,Conceptual/application MCQ,Medium,Application,B,False,
NEET27-PHY-1183,XII,Unit 12: Current Electricity,Current Electricity,Cells and EMF,Unequal cells in parallel,Multi-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-1184,XII,Unit 12: Current Electricity,Current Electricity,Cells and EMF,Power in the external circuit,One-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-1185,XII,Unit 12: Current Electricity,Current Electricity,Cells and EMF,Grouping of cells,Conceptual/application MCQ,Medium,Application,D,False,
NEET27-PHY-1186,XII,Unit 12: Current Electricity,Current Electricity,Cells and EMF,Terminal potential difference,One-step numerical MCQ,Easy,Application,A,False,
NEET27-PHY-1187,XII,Unit 12: Current Electricity,Current Electricity,Cells and EMF,Internal resistance,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1188,XII,Unit 12: Current Electricity,Current Electricity,Cells and EMF,Maximum power and efficiency,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1189,XII,Unit 12: Current Electricity,Current Electricity,Combination of Resistors,Symmetrical networks,Conceptual/application MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1190,XII,Unit 12: Current Electricity,Current Electricity,Combination of Resistors,Current in a parallel network,One-step numerical MCQ,Medium,Application,A,False,
NEET27-PHY-1191,XII,Unit 12: Current Electricity,Current Electricity,Combination of Resistors,Parallel combination,One-step numerical MCQ,Easy,Application,A,False,
NEET27-PHY-1192,XII,Unit 12: Current Electricity,Current Electricity,Combination of Resistors,Short circuited resistor,Conceptual/application MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1193,XII,Unit 12: Current Electricity,Current Electricity,Combination of Resistors,Series combination,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-1194,XII,Unit 12: Current Electricity,Current Electricity,Combination of Resistors,Wire bent into a ring,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1195,XII,Unit 12: Current Electricity,Current Electricity,Combination of Resistors,Mixed combination,One-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-1196,XII,Unit 12: Current Electricity,Current Electricity,Combination of Resistors,Effect of adding a parallel branch,Conceptual/application MCQ,Medium,Application,D,False,
NEET27-PHY-1197,XII,Unit 12: Current Electricity,Current Electricity,Combination of Resistors,Maximum and minimum resistance,Conceptual/application MCQ,Easy,Application,A,False,
NEET27-PHY-1198,XII,Unit 12: Current Electricity,Current Electricity,Combination of Resistors,Potential divider,Conceptual/application MCQ,Medium,Application,B,False,
NEET27-PHY-1199,XII,Unit 12: Current Electricity,Current Electricity,Combination of Resistors,Infinite ladder network,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1200,XII,Unit 12: Current Electricity,Current Electricity,Combination of Resistors,Parallel combination,One-step numerical MCQ,Easy,Application,D,False,
NEET27-PHY-1201,XII,Unit 12: Current Electricity,Current Electricity,Combination of Resistors,Current division,Multi-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-1202,XII,Unit 12: Current Electricity,Current Electricity,Combination of Resistors,Series and parallel data,Multi-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-1203,XII,Unit 12: Current Electricity,Current Electricity,Combination of Resistors,Designing a combination,Conceptual/application MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1204,XII,Unit 12: Current Electricity,Current Electricity,Combination of Resistors,Closed loop network,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1205,XII,Unit 12: Current Electricity,Current Electricity,Combination of Resistors,Wire bent into a ring,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1206,XII,Unit 12: Current Electricity,Current Electricity,Combination of Resistors,Bridge type network,Conceptual/application MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1207,XII,Unit 12: Current Electricity,Current Electricity,Current electricity,"conduction, networks and cells",Conceptual/application MCQ,Medium,Application,C,False,
NEET27-PHY-1208,XII,Unit 12: Current Electricity,Current Electricity,Current electricity,"conduction, networks and cells",Conceptual/application MCQ,Easy,Application,B,False,
NEET27-PHY-1209,XII,Unit 12: Current Electricity,Current Electricity,Current electricity,"conduction, networks and cells",Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-1210,XII,Unit 12: Current Electricity,Current Electricity,Current electricity,"conduction, networks and cells",Conceptual/application MCQ,Easy,Application,B,False,
NEET27-PHY-1211,XII,Unit 12: Current Electricity,Current Electricity,Current electricity,"conduction, networks and cells",Conceptual/application MCQ,Easy,Application,C,False,
NEET27-PHY-1212,XII,Unit 12: Current Electricity,Current Electricity,Current electricity,"conduction, networks and cells",Conceptual/application MCQ,Easy,Application,A,False,
NEET27-PHY-1213,XII,Unit 12: Current Electricity,Current Electricity,Current electricity,"conduction, networks and cells",Conceptual/application MCQ,Easy,Application,D,False,
NEET27-PHY-1214,XII,Unit 12: Current Electricity,Current Electricity,Current electricity,"conduction, networks and cells",Conceptual/application MCQ,Easy,Application,D,False,
NEET27-PHY-1215,XII,Unit 12: Current Electricity,Current Electricity,Current electricity,"conduction, networks and cells",Statement-based MCQ,Medium,Analysis,A,False,
NEET27-PHY-1216,XII,Unit 12: Current Electricity,Current Electricity,Current electricity,"conduction, networks and cells",Conceptual/application MCQ,Easy,Application,C,False,
NEET27-PHY-1217,XII,Unit 12: Current Electricity,Current Electricity,Current electricity,"conduction, networks and cells",Conceptual/application MCQ,Easy,Application,C,False,
NEET27-PHY-1218,XII,Unit 12: Current Electricity,Current Electricity,Electric Current and Drift,Nature of electric current,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-1219,XII,Unit 12: Current Electricity,Current Electricity,Electric Current and Drift,Current density,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-1220,XII,Unit 12: Current Electricity,Current Electricity,Electric Current and Drift,Drift velocity,Conceptual/application MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1221,XII,Unit 12: Current Electricity,Current Electricity,Electric Current and Drift,Mobility and current,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1222,XII,Unit 12: Current Electricity,Current Electricity,Electric Current and Drift,Current density,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1223,XII,Unit 12: Current Electricity,Current Electricity,Electric Current and Drift,Drift velocity and area,Conceptual/application MCQ,Medium,Application,C,False,
NEET27-PHY-1224,XII,Unit 12: Current Electricity,Current Electricity,Electric Current and Drift,Drift velocity,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1225,XII,Unit 12: Current Electricity,Current Electricity,Electric Current and Drift,Mobility,One-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-1226,XII,Unit 12: Current Electricity,Current Electricity,Electric Current and Drift,Equivalent current,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1227,XII,Unit 12: Current Electricity,Current Electricity,Electric Current and Drift,Current and electron flow,One-step numerical MCQ,Easy,Application,A,False,
